end_date,pollster,sample_size,biden,trump
2020-07-03,Morning Consult,12000,50,42
2020-07-03,SurveyMonkey,17464,52.84,45.15
2020-07-02,Research Co.,1049,49,40
2020-07-02,Morning Consult,12000,51,42
2020-07-02,SurveyMonkey,24049,51.1,46.68
2020-07-01,Morning Consult,12000,51,42
2020-07-01,SurveyMonkey,25107,51.04,46.87
2020-06-30,Morning Consult,12000,51,42
2020-06-30,SurveyMonkey,19385,51.18,46.76
2020-06-29,Morning Consult,12000,50,43
2020-06-29,SurveyMonkey,14181,51.09,46.69
2020-06-28,Change Research,1663,49,41
2020-06-28,Morning Consult,12000,51,42
2020-06-28,SurveyMonkey,13011,50.78,47.28
2020-06-28,Hart Research Associates,1000,55,41
2020-06-28,PureSpectrum,22501,47,37
2020-06-27,Morning Consult,12000,50,43
2020-06-27,SurveyMonkey,20176,50.15,47.84
2020-06-27,Øptimus,903,44.8,40.6
2020-06-26,Morning Consult,12000,50,42
2020-06-26,SurveyMonkey,25466,50.65,47.47
2020-06-25,Morning Consult,12000,50,42
2020-06-25,SurveyMonkey,26121,51.92,46.16
2020-06-24,Morning Consult,12000,50,42
2020-06-24,SurveyMonkey,23878,52.23,45.69
2020-06-24,Opinium,1215,52.11,40.41
2020-06-23,Morning Consult,12000,50,42
2020-06-23,SurveyMonkey,17303,53.35,44.44
2020-06-22,Morning Consult,12000,50,42
2020-06-22,SurveyMonkey,12421,52.63,45.09
2020-06-21,Morning Consult,12000,50,42
2020-06-21,SurveyMonkey,12910,53.13,44.69
2020-06-20,Morning Consult,12000,50,42
2020-06-20,SurveyMonkey,20176,50.76,47
2020-06-19,Morning Consult,12000,50,42
2020-06-19,SurveyMonkey,24512,50.33,47.13
2020-06-18,Harris Poll,1738,56,44
2020-06-18,Morning Consult,12000,50,42
2020-06-18,SurveyMonkey,24746,49.99,47.56
2020-06-17,Morning Consult,12000,51,42
2020-06-17,SurveyMonkey,22570,51.28,46.41
2020-06-16,Morning Consult,12000,51,42
2020-06-16,SurveyMonkey,17753,52.26,45.6
2020-06-16,Echelon Insights,1000,50,42
2020-06-16,Øptimus,686,50,43.9
2020-06-15,Morning Consult,12000,51,42
2020-06-15,SurveyMonkey,12847,52.99,45.1
2020-06-14,Change Research,1250,51,41
2020-06-14,Morning Consult,12000,50,42
2020-06-14,SurveyMonkey,12631,53.14,44.92
2020-06-13,Abacus Data,1004,51,41
2020-06-13,Morning Consult,12000,50,42
2020-06-13,SurveyMonkey,20024,52.58,45.64
2020-06-13,Øptimus,742,51.6,42.5
2020-06-12,Morning Consult,12000,50,42
2020-06-12,SurveyMonkey,26380,52.02,46.01
2020-06-11,Morning Consult,12000,50,42
2020-06-11,SurveyMonkey,28261,51.96,46.05
2020-06-10,Morning Consult,12000,50,42
2020-06-10,SurveyMonkey,25611,50.9,46.68
2020-06-09,Redfield & Wilton Strategies,1208,50.16,37.06
2020-06-09,Morning Consult,12000,51,42
2020-06-09,Øptimus,762,53,42.2
2020-06-08,Morning Consult,12000,51,42
2020-06-07,Morning Consult,12000,50,43
2020-06-06,Morning Consult,12000,50,42
2020-06-06,Garin Hart Yang,1223,53,41
2020-06-06,Øptimus,787,53.1,41.9
2020-06-05,Morning Consult,12000,49,43
2020-06-04,Morning Consult,12000,49,43
2020-06-03,Morning Consult,12000,49,43
2020-06-02,Zogby,1007,46,46
2020-06-02,Morning Consult,12000,49,43
2020-06-02,Øptimus,795,50.9,44.4
